Industry,City,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Transportation and Warehousing,Montreal,102.072455,105.41683,102.8039922,93.25827905,82.33321253,81.91624865,79.10752443,81.65632418,85.9621661,80.53160178,86.16301123,85.5339833,87.14730278,88.32272975,94.3594534,83.0418073,92.55423863,95.73105603,83.44936855,89.92678295,92.51386695,96.39635205,95.36466463,86.21694528,99.24274955,94.17959228,92.08488908,97.1047037
Wholesale and Retail Trade,Montreal,269.0452085,263.380713,267.1220218,257.4315768,264.8022873,255.3956125,238.2265213,253.2438783,259.55267,253.4073768,258.4898803,251.8287463,266.3049198,278.4119935,280.4070368,292.7450825,320.4006403,319.4033253,318.6004348,320.2765175,341.8013953,323.1896958,307.6787115,330.525661,328.5288553,329.6752435,343.1275925,337.821314
Business Services,Quebec City,19.0045557,20.3246207,17.87269995,19.89788018,20.93995633,20.94154615,22.94412863,24.74624068,24.74528113,23.73472905,24.87950465,30.08003398,37.00669395,35.68748553,37.01953433,35.71552485,36.07607223,38.9842099,35.09563565,34.7189038,39.5424048,44.01964115,42.97209088,49.43686403,53.27040915,55.95026403,52.0786601,54.68353218
Construction,Quebec City,13.59426973,15.80673283,17.315435,18.60576775,19.15910713,17.84781433,14.4187042,14.80456578,11.83607318,13.7693455,13.57476948,10.71610759,10.49661468,10.6952357,12.08504883,13.82665198,16.47889688,13.3828926,17.13993285,14.88511193,12.44729787,19.37055575,21.07783058,19.91050558,26.57998453,23.03112538,24.9841735,23.42458688
"Finance, Insurance and Real Estate",Quebec City,16.68510398,20.82527215,24.29610473,23.98706648,26.70104255,23.25589863,25.92159153,23.43860798,22.18327953,25.4133128,26.817737,22.47321743,21.9712249,22.7419792,26.69542035,24.37594558,20.87678075,23.46567373,29.76487693,29.82434278,31.16324985,34.74277738,37.59918213,32.64814333,36.6676728,34.4543944,31.6062523,31.58305498
Goods Producing Industries,Quebec City,44.99196595,48.2846412,44.61773233,52.50022325,48.5270384,45.01762788,40.79493008,44.49584873,47.72947448,44.47746725,44.36645143,46.8395374,46.50861603,46.3950419,50.45912655,55.21770915,54.78298018,52.3045987,63.72721823,63.73024323,57.96552425,61.99101798,58.66803255,53.98235818,61.6795531,54.0490435,57.0528611,59.72516088
Information and Cultural Industries,Quebec City,6.809100835,8.022058663,6.0082815,7.539323783,5.65156254,4.611370038,3.099955825,5.078411585,5.543040945,6.39301977,6.110523653,7.112411773,6.6516081,5.520998223,7.107600865,5.800604135,9.817477488,8.489188128,7.21672963,6.998927905,5.427912445,7.059168663,7.208420948,7.240255203,6.205733235,5.503420815,7.592965913,6.542499385
Manufacturing,Quebec City,25.11629073,27.10254678,23.3722156,28.048194,25.52449225,22.34758,20.78561405,25.1774886,29.24140045,25.59431448,26.5527385,29.43821818,32.27761598,30.63242508,32.42490198,36.85732953,32.97732233,33.38581365,40.6797232,42.69542143,39.28372888,36.68325168,32.22157245,29.78198735,32.18552468,27.58340218,28.46266358,31.2807096
Education and Healthcare,Quebec City,57.1652609,59.27294578,63.03460695,62.38741743,64.5375232,62.57344493,62.4558582,68.98773083,65.76390453,68.31418958,65.11377065,70.76696223,63.29655783,68.71980448,68.90094043,80.31741393,78.59835728,72.61038418,70.8655108,74.58354605,78.28470375,75.5774045,81.36457368,91.58716685,89.9323189,102.1410893,94.81599925,98.13023553
Personal Services,Quebec City,38.8224075,41.68646793,47.16057043,44.98173563,41.64626855,46.598135,43.84340678,42.62955575,41.5568249,40.93154835,40.01212523,42.5339585,45.47870893,41.1528368,47.18178698,51.4364484,45.44859235,52.34621133,49.91444243,49.61388295,51.61849528,50.74320823,50.34350035,52.67038283,57.69074063,56.12488068,55.84662408,60.4069809
Primary and Utilities,Quebec City,6.281405518,5.37536156,3.9300817,5.846261468,3.843438983,4.822233583,5.590611803,4.513794343,6.652000838,5.113807265,4.238943488,6.685211633,3.734385368,5.067381098,5.949175763,4.53372767,5.32676096,5.535892438,5.907562158,6.14970989,6.234497545,5.937210548,5.36862951,4.28986525,2.914043867,3.43451599,3.606024013,5.0198644
Public Administration and Defence,Quebec City,42.6377339,34.8196451,36.44488385,42.80010755,39.77189195,40.45151193,39.3933614,47.47854728,36.15203675,39.28526765,39.65951548,39.32821168,37.0918499,39.57307325,39.26252643,40.84542735,44.7746461,41.79612525,46.16314358,42.57568638,45.88342958,44.78207273,38.51806008,47.67969075,42.37619143,44.58920103,49.01329343,46.2094757
Services Producing Industries,Quebec City,239.941353,242.8869965,259.122432,266.119735,268.435621,263.1769478,262.8002648,270.6689948,259.4243085,268.3305818,262.8290443,277.8948905,274.6912438,281.186288,291.212762,308.3403288,307.9221973,313.6337153,316.3185583,313.3450498,332.0274795,336.525296,340.134876,360.346722,362.7057828,374.4726525,370.8635935,373.460103
All Industries,Quebec City,284.9333193,291.1716378,303.7401643,318.6199583,316.9626593,308.1945758,303.595195,315.1648433,307.1537833,312.808049,307.195496,324.7344275,321.1998603,327.5813298,341.6718883,363.558038,362.7051773,365.9383145,380.0457765,377.0752933,389.9930038,398.5163143,398.8029085,414.3290803,424.385336,428.5216965,427.9164545,433.1852638
Transportation and Warehousing,Quebec City,11.92224758,10.54431725,12.88238188,10.555342,11.97658005,13.1850218,12.95144358,8.90466384,11.84328808,11.80411633,11.82837448,14.0346102,14.60985838,13.81710143,11.59915488,12.09782163,14.05160165,17.1946845,15.63588065,10.5269841,16.5564394,18.30616783,12.15857568,13.36271398,14.62484283,16.62382425,18.4630456,14.31025426
Wholesale and Retail Trade,Quebec City,46.89494278,47.39166898,51.42290275,53.97086203,57.2107958,51.5600193,52.19051888,49.40523665,51.63665285,52.45439818,48.40749315,51.56548443,48.58474188,53.97300895,53.44579755,57.7511428,58.27866938,58.7472385,61.66233855,64.5027759,63.55084463,61.2948556,69.97047215,65.72150493,61.93787393,59.08557843,61.44675293,61.59406985
Business Services,Regina,5.416651035,5.777365455,5.822293535,5.737475043,6.813080845,6.6045018,6.608301358,7.532640453,7.105920693,6.929774218,6.741140453,8.795410898,8.573689398,8.23850579,9.370233418,9.93268498,10.52391835,9.368713328,10.2466171,9.50850646,9.052230435,10.07214623,10.55023895,10.32586543,11.0184935,11.61148148,11.99053795,12.76223678
Construction,Regina,6.148022665,6.51609191,5.52795819,5.856419158,4.63303896,4.167508748,4.157230408,3.90389256,4.4613197,4.366500905,4.315551898,4.474274298,5.5423119,4.73720217,4.767959993,5.790305655,6.08693082,6.005758025,5.83566714,6.72149229,6.777999825,8.005256798,8.131980225,10.03773698,9.680103103,9.873913658,12.14514783,13.75178978
"Finance, Insurance and Real Estate",Regina,7.334232093,6.888176633,7.775180225,7.32851515,7.675234248,8.211779758,8.76889635,8.728578508,9.18099979,8.212576975,8.503065063,9.512544698,8.808157405,9.597360698,10.61998255,10.21874178,10.35608087,10.43698243,10.05187978,8.73157446,9.809731343,9.724394783,9.652301375,10.99812695,10.40127405,10.03245123,10.46016487,11.07354861
Goods Producing Industries,Regina,15.84582953,17.28875908,17.92170628,18.53398363,18.04785925,17.45490935,15.0217752,13.08820498,15.13179825,14.36217583,15.44600423,15.32321405,15.77181995,14.68917713,12.89565838,15.1388708,14.3027455,14.4934005,15.15392603,17.35355095,17.75604148,18.34928618,19.6488061,20.80559568,21.00807488,21.77222823,24.7426032,26.85738075
Information and Cultural Industries,Regina,4.901231445,5.01750133,4.648975013,3.94247027,4.387556533,4.81060412,4.530741518,5.306330748,4.790476285,5.779365888,5.0086251,5.189235788,4.370017548,6.014100758,5.149673953,4.539993458,3.89346617,4.734975113,5.103948468,5.228038865,4.78224567,4.474888238,4.709457303,4.08770437,5.535264408,5.459224275,5.730360968,5.9073815
Manufacturing,Regina,5.63080604,6.12273687,6.46663657,6.256354008,6.458737078,6.752544745,5.880525075,5.803094703,6.0741487,6.401409848,6.505134718,7.049077585,5.671837445,5.869684298,5.002049783,6.246343488,5.442688785,5.5190371,6.445321205,6.716433658,6.54530583,6.810791223,7.452738455,6.687903675,6.782657278,7.175837463,6.992318033,6.892566663
Education and Healthcare,Regina,16.9716584,16.8897628,16.23866105,18.3956435,17.42152808,16.73942775,17.67413573,17.98293185,17.05445738,16.72051175,18.65826833,19.95034325,18.91063633,20.09914543,19.08774463,19.83587563,20.00948368,21.31028623,20.23494653,21.54694465,21.45553275,21.395408,20.34299658,23.12937883,24.50745073,25.96161235,27.95806405,27.56823088
Personal Services,Regina,13.78400875,12.60135283,12.0916661,12.2723757,11.7847223,11.82280603,13.46277033,14.79425115,13.76713035,14.1506469,13.50456638,13.5708393,14.75652085,13.9643969,13.4826566,15.03868873,14.75010653,14.71344915,15.26029393,14.32766465,14.13924625,15.88554765,16.59798553,15.8891677,16.5789794,18.09402473,18.5466143,17.1366448
Primary and Utilities,Regina,4.067000823,4.64993033,5.927111533,6.421210443,6.956083213,6.534855843,4.984019733,3.38121773,4.596329845,3.594265075,4.625317588,3.799862183,4.55767062,4.08229067,3.125648598,3.10222164,2.773125883,2.96860537,2.87293766,3.915624985,4.432735828,3.533238148,4.064087415,4.079955043,4.54531448,4.722477093,5.605137353,6.21302431
Public Administration and Defence,Regina,10.52704844,9.764829323,9.998753918,10.61094381,10.14338159,10.45989993,10.75752437,10.19461019,10.28246632,11.85834705,9.476405775,10.9741921,9.497388573,10.02161402,10.9630825,10.55363223,9.98553526,9.79881171,9.873594213,10.91135595,10.83831533,10.41911957,11.2511158,10.41616988,11.51523898,12.6610383,11.6427087,11.21927893
Services Producing Industries,Regina,81.28041973,79.0333401,79.2548023,80.60264078,80.83746823,79.49543205,82.90862408,85.59608498,82.4216557,84.16995695,83.23598733,89.10336313,88.2551339,88.88820045,91.30434163,92.0361292,92.5972545,95.0065995,93.571074,92.3714491,92.4439585,95.85071383,96.4511939,98.69440433,103.066925,106.427772,111.4073968,109.8176193
All Industries,Regina,97.1262492,96.32209918,97.17650865,99.13662435,98.88532748,96.9503414,97.93039928,98.68429003,97.55345398,98.53213275,98.68199153,104.4265773,104.026954,103.5773775,104.2,107.175,106.9,109.5,108.725,109.7250003,110.2,114.2,116.1,119.5,124.075,128.2,136.15,136.6750003
Transportation and Warehousing,Regina,4.525395088,4.485973318,4.32458345,4.211051965,4.221560148,3.881447453,4.111182458,4.851156448,4.17689383,4.74141693,4.75658321,4.599443965,4.696051283,4.800023815,4.467786893,4.26247578,5.303242123,5.256954805,4.804054775,4.778811273,4.50839969,4.25763983,3.902558075,3.72166747,5.27375376,3.757402228,3.38588378,3.23239361
Wholesale and Retail Trade,Regina,17.82019445,17.6083784,18.35468903,18.10416528,18.3904045,16.96496528,16.99507195,16.20558568,16.06331105,15.77731725,16.587333,16.51135315,18.64267253,16.15305305,18.16318108,17.65403663,17.77542153,19.38642673,17.99573923,17.33855275,17.85825703,19.62156953,19.4445403,20.1263237,18.23647023,18.85053723,21.69306218,20.9179041
Business Services,Saskatoon,6.73196014,5.081074553,5.90588503,6.471415748,6.28515169,6.446136248,7.00480607,7.360645903,7.98483498,8.74290155,9.107632123,8.614980815,8.679202413,8.385842168,8.579203598,10.05083548,10.47651523,11.03107113,10.82493288,11.962196,13.05689768,12.23854815,12.74825733,12.05527285,13.10255258,13.76512023,14.90935135,14.21486948
Construction,Saskatoon,5.801263555,6.16152437,6.106102503,6.207725225,4.78857017,4.09346773,4.01166592,4.821010903,5.633841058,5.15016989,5.8312122,6.579374258,6.305076948,5.82988379,6.072338895,6.955253055,6.16392352,6.74021849,6.824698305,8.41132136,9.09759903,9.993083263,11.69344095,13.78344268,12.25253723,16.80109743,19.10470638,19.86897308
"Finance, Insurance and Real Estate",Saskatoon,6.212573793,5.427039115,5.038661493,5.354224895,6.093474758,5.855820933,4.819652683,5.79186851,6.982649573,6.67083638,5.21732543,5.891252803,6.168817058,7.187255535,5.314590033,5.662692223,6.981940655,6.24149879,6.49274934,6.268053228,6.984670138,6.65110719,7.03628769,7.998803808,6.917021158,6.509187345,7.844674933,9.216246763
Goods Producing Industries,Saskatoon,21.58012265,21.78734385,21.6815663,20.488837,18.49691333,17.54510265,18.66795313,21.23787,20.1606659,21.08628993,22.70900138,22.72967518,21.8060001,21.13570038,21.2914536,22.8205254,19.59902403,22.07146005,23.91725363,25.46736143,26.61546783,30.116148,29.83680373,30.98706843,28.64093123,35.20271315,41.2140251,41.7145715
Information and Cultural Industries,Saskatoon,2.131991705,2.805817105,2.632509785,3.209109143,2.804831535,2.669545125,2.52393946,2.841049968,2.26644097,2.638002203,2.570640133,3.32689987,2.84936867,2.30338932,2.51254814,2.10380263,3.0003706,2.35074068,3.26626931,3.098860198,2.919128213,2.96393012,3.475461485,2.645827875,2.497424723,2.410723935,2.94138125,2.159211125
Manufacturing,Saskatoon,7.69292248,8.431180788,7.639585528,8.151258078,7.428543063,8.32284807,8.077555318,9.490093718,9.155051298,9.404327553,10.48319773,10.50452538,9.75707814,9.810829573,10.08826062,10.19457736,9.207538045,10.26556865,11.8052822,11.18661558,11.2952739,12.0803987,11.0987963,9.883206438,9.157156623,9.842954565,11.4298224,10.48991201
Education and Healthcare,Saskatoon,21.077902,21.57378393,22.61204323,20.78105903,22.65740155,23.52227238,22.9814555,20.45037978,22.42754773,22.90064863,22.18818093,23.31572125,23.548147,25.26113838,25.43105423,25.8429466,29.2647292,29.27024155,31.0456115,28.97577693,33.28172243,31.90302,34.40757973,33.07251573,33.74357893,34.47782963,36.16451873,37.34144668
Personal Services,Saskatoon,14.48311605,15.05854725,15.50041733,15.28246775,15.87328588,14.88100078,16.10487653,15.64891163,16.2761131,17.23894873,17.98812593,17.49955243,17.89238768,17.46462178,17.35510855,17.8904126,19.18973888,19.92313963,17.0722053,17.87782523,18.00907855,19.9725383,19.94666273,19.68444535,21.70534703,21.38014468,21.1930414,21.9207939
Primary and Utilities,Saskatoon,8.085936605,7.194638685,7.935878293,6.129853675,6.279800063,5.128786835,6.578731878,6.926765355,5.371773558,6.531792463,6.394591475,5.645775565,5.74384501,5.49498703,5.130854098,5.670694955,4.227562478,5.065672923,5.28727313,5.869424483,6.222594928,8.042666003,7.04456647,7.320419293,7.23123738,8.558661198,10.67949635,11.3556864
Public Administration and Defence,Saskatoon,6.25000314,6.672946673,6.971035413,5.940214428,6.203411313,4.954474238,5.658707548,5.42027243,6.172918015,5.602666363,7.00984557,5.459777513,5.807882025,5.910140083,6.125362263,6.527464458,6.53090922,5.316057255,7.81185175,6.945733955,6.645347233,6.921790918,8.424792045,7.18589227,6.145538275,6.171644928,7.40499669,7.46787207
Services Producing Industries,Saskatoon,79.06378208,80.40336815,81.32058558,80.58614518,82.85700133,82.36343465,81.44344415,82.7025093,86.23939055,86.73408213,88.81987373,89.6952141,91.29089983,94.74879915,92.8085464,95.50447463,101.9009758,100.7535399,104.3577463,105.2326383,112.559532,111.958852,117.2381963,113.9379318,115.8090688,117.4722868,122.960975,127.3854283
All Industries,Saskatoon,100.6439046,102.1907121,103.002152,101.0749822,101.3539148,99.90853725,100.1113972,103.9403795,106.4000565,107.8203723,111.528875,112.4248893,113.0968998,115.8844993,114.1,118.325,121.5,122.825,128.275,130.7,139.175,142.075,147.0749998,144.925,144.45,152.6749998,164.175,169.1
Transportation and Warehousing,Saskatoon,5.439341875,5.408874985,5.649766308,5.534759218,5.525790243,5.526703445,6.036380525,5.82780829,6.704627093,5.46578565,7.008740203,7.271071975,7.393024983,7.305433565,7.238500723,6.16244437,6.002915288,6.604444413,6.71240513,7.521888623,7.435420038,7.292547955,6.573407253,6.868219468,6.533405408,7.626595985,9.207819653,9.446263555
Wholesale and Retail Trade,Saskatoon,16.73689333,18.37528455,17.01026698,18.01289495,17.41365438,18.50748148,16.31362588,19.3615728,17.42425915,17.47429263,17.72938338,18.31595745,18.95206995,20.93097838,20.25217885,21.2638763,20.45385685,20.01634648,21.13172118,22.58230445,24.22726793,24.01536938,24.62574803,24.42695425,25.1642007,25.1310402,23.2951909,25.61872495
Business Services,Canada,763.1907958,825.8693335,875.630241,893.9391848,923.6489273,913.7203898,959.9717953,1009.153832,1077.991793,1131.244335,1220.752948,1327.040198,1407.452855,1468.63624,1521.541655,1569.46561,1610.538025,1641.406368,1691.70034,1757.675765,1823.546378,1886.048495,1843.460818,1916.904795,1968.74998,1983.100325,2055.826993,2075.53067
Construction,Canada,725.649868,766.7123678,805.962128,816.2587955,739.2769605,713.2221598,692.586241,723.4263748,727.6648123,712.5235855,726.126665,736.544617,765.046502,808.152377,823.1614425,862.3754573,909.611113,953.7902855,1022.065827,1067.551355,1128.758875,1240.060605,1195.985565,1247.471828,1300.929505,1328.624288,1372.904195,1376.386068
Goods Producing Industries,Canada,3631.550803,3745.604568,3819.313333,3748.049098,3517.668613,3389.661725,3326.325863,3395.797308,3468.274695,3469.737003,3571.461883,3667.07908,3735.252235,3811.119088,3768.444693,3875.704105,3926.882715,3992.176878,4000.916513,3974.306578,3976.372753,3996.998548,3740.86031,3743.354273,3821.011378,3889.940148,3918.69397,3911.22671
All Industries,Canada,12331.975,12711.30833,12995.17503,13083.55833,12855.30835,12729.76668,12797.45,13061.125,13296.96668,13418.75833,13704.67498,14047.49168,14407.525,14765.65833,14938.83333,15296.29165,15658.80835,15926.65003,16128.35003,16411.64165,16802.63333,17082.06668,16815.75003,17046.3667,17308.14168,17509,17729.64168,17866.36168
"Finance, Insurance and Real Estate",Canada,766.370794,796.3625908,824.8664823,856.322075,854.4058688,841.014733,840.636487,833.56059,846.5333328,861.4167275,865.8366323,847.395355,859.4336523,858.8974483,876.6426893,896.7433478,913.6794983,952.3584798,984.0755518,1029.993815,1048.394165,1065.174165,1072.48043,1078.930908,1081.28248,1065.941988,1081.155188,1087.730038
Information and Cultural Industries,Canada,332.7284148,329.0100563,349.65591,334.3065755,318.0566998,300.3890798,304.6464968,322.0189455,344.7985565,343.9677673,353.1887073,376.930427,372.3173885,383.2833805,406.4881148,379.0387923,374.4197235,377.0227658,386.0391318,397.5862885,406.6060253,391.3489148,375.9399168,379.1731313,384.1767553,382.3387098,365.3407943,357.7102763
Manufacturing,Canada,2040.600098,2100.078568,2129.2542,2049.474583,1889.793718,1814.16707,1779.682785,1823.301708,1903.831828,1923.946715,2020.408625,2103.327978,2188.634755,2243.072913,2223.365738,2289.528875,2277.323845,2298.57243,2204.038068,2103.64797,2030.204945,1935.431715,1754.76731,1719.540105,1731.00886,1753.640613,1727.165703,1717.160943
Education and Healthcare,Canada,1930.247595,2007.83755,2062.114903,2128.677558,2170.327713,2214.501538,2256.093708,2293.65991,2318.362503,2306.759808,2299.202908,2357.451565,2410.831753,2489.4471,2520.993578,2616.69252,2703.298925,2759.15099,2826.85087,2934.081188,3017.974235,3066.43244,3128.68969,3223.440155,3270.787288,3364.287285,3423.66821,3469.205623
Personal Services,Canada,1527.740728,1514.575513,1540.14334,1561.488788,1533.69397,1559.046633,1602.67328,1666.359915,1685.28285,1732.252035,1787.69633,1844.931613,1882.823358,1907.53399,1916.902503,2005.754428,2055.200728,2064.431608,2036.180058,2056.421795,2170.201325,2218.972558,2243.559238,2265.443388,2311.886098,2362.886433,2362.585038,2412.040655
Primary and Utilities,Canada,865.3008368,878.8136355,884.0970028,882.3157165,888.5979328,862.2724965,854.0568345,849.069226,836.7780548,833.2667053,824.9265928,827.2064858,781.570978,759.8937995,721.9175135,723.799776,739.9477555,739.8141638,774.8126163,803.107249,817.4089353,821.5062263,790.1074355,776.3423435,789.0730115,807.6752503,818.624071,817.6797025
Public Administration and Defence,Canada,765.987988,782.4236975,803.3420375,841.3246733,852.5461323,865.6402525,862.670487,835.6648843,819.328454,807.2535068,795.7921723,782.0639173,777.85335,775.3510978,786.0216843,795.0683275,822.412737,830.9730043,835.7577143,835.6326678,867.2106918,914.3234228,923.4596763,925.2070883,925.2054228,928.1018073,920.9781703,913.8930328
Services Producing Industries,Canada,8700.424198,8965.703765,9175.861668,9335.509235,9337.63972,9340.104938,9471.124135,9665.327693,9828.691973,9949.02133,10133.2131,10380.4126,10672.27278,10954.53923,11170.38865,11420.58755,11731.9256,11934.47313,12127.43348,12437.33508,12826.2606,13085.06813,13074.88968,13303.0124,13487.1303,13619.05985,13810.9477,13955.13495
Transportation and Warehousing,Canada,634.0204785,656.5830058,663.124789,645.1999925,624.1620253,609.5530195,618.7080368,645.197413,660.9728568,673.1803778,693.5504085,713.3812955,738.4329348,773.2013915,778.1167538,758.1951148,787.8473088,805.9229925,796.2877073,799.0689493,822.1054745,853.090909,828.8498578,817.9147755,853.898037,860.89777,884.8975633,900.0429455
Wholesale and Retail Trade,Canada,1980.137408,2053.04202,2056.983968,2074.250395,2060.798385,2036.239293,2025.723848,2059.712208,2075.421625,2092.946773,2117.193015,2131.21822,2223.127473,2298.188593,2363.681665,2399.629418,2464.528668,2503.206913,2570.542113,2626.874625,2670.22229,2689.67722,2658.45006,2695.998155,2691.144235,2671.505533,2716.495735,2738.981713
Business Services,Rest of Alberta,14.62948317,14.88202932,17.8311635,17.8437288,18.65823752,19.81467895,21.9412512,24.56054692,26.67160595,25.41017292,25.99195109,30.8023835,32.42391252,35.26071147,35.71884377,37.78902349,39.6105984,38.55220177,44.75949552,47.6439695,48.54743367,47.2326396,45.12197805,52.1023312,53.85508055,53.0252177,53.29741745,52.8019045
Construction,Rest of Alberta,25.00337627,27.12828593,27.38570727,29.2717475,27.5580398,29.20985492,29.66530807,33.02416167,35.63298787,36.15878782,34.47578472,38.25941372,45.0200422,46.14040234,47.42726022,47.85837015,48.53018315,57.16619714,60.2918592,61.0788084,68.37906172,73.53267204,72.24038352,66.21680665,70.81545677,77.68748864,79.6759409,83.16708737
Goods Producing Industries,Rest of Alberta,16.39204433,15.04177934,15.18204959,16.79652735,17.03443664,18.52893322,17.49035642,19.73015109,19.72700105,21.36500837,18.00656165,19.70834959,20.1293621,18.51247338,19.94754017,19.39761217,22.64019505,23.48168163,25.32398612,25.33183929,27.64164357,28.3317123,30.0351395,29.07346422,29.62341867,26.10152067,26.24188669,26.16857665
All Industries,Rest of Alberta,163.8404467,176.1206991,174.506346,185.3881178,184.106536,186.7518694,187.8429822,191.1281386,187.1740248,194.6918925,194.5607144,198.1288107,199.4659227,193.3258309,199.4119248,200.1908817,211.2876675,227.3096405,231.2986288,232.4522102,244.544264,257.5775675,238.8752183,231.580417,243.8152694,248.905786,262.8639572,268.5701998
"Finance, Insurance and Real Estate",Rest of Alberta,7.78651949,7.111114625,7.92993374,6.162718885,6.236359682,7.6594298,7.494383282,7.89163316,7.15245193,7.32896797,6.97535027,7.98371422,5.85511359,7.49056077,7.24486205,7.4975768,7.42212584,7.07814757,7.02169527,6.61797892,6.36265683,7.05444709,5.39159254,7.421686842,6.32799902,6.40347797,6.602796715,6.39164345
Information and Cultural Industries,Rest of Alberta,25.77344859,26.36712292,27.34651942,27.9718812,24.39529922,27.00262698,26.45359277,29.03962117,29.2735904,31.42922027,33.83312012,34.57381632,36.41376947,35.52291002,39.51285657,41.23340557,43.59061064,41.79981995,43.1319234,43.47191212,43.68134815,41.94087102,36.79776289,39.43429705,36.29316284,36.31549842,37.70513267,38.34497695
Manufacturing,Rest of Alberta,66.47505759,67.72187997,69.15756827,72.76037804,70.07363352,66.53862087,71.09512879,71.62057792,71.83925349,78.33706472,82.32754795,83.83980215,86.22558622,86.39035694,84.7747113,88.2030453,91.72126375,93.10303545,100.3448518,104.3390707,105.8018287,103.3660201,107.6370942,110.2128043,107.3845237,115.060359,107.4455943,113.3994313
Education and Healthcare,Rest of Alberta,48.35123154,48.77672177,50.98808502,51.26501717,55.38354902,54.55112695,57.61417187,64.67618334,64.77184514,64.52981344,69.1860212,73.07803327,76.9054319,75.19574687,72.50808077,83.526047,83.19859142,78.84153902,81.65454865,87.92609322,89.47630922,88.7576282,94.740003,94.1359289,100.8685418,93.13692067,95.7656098,103.1605828
Personal Services,Rest of Alberta,113.0636222,122.62529,119.7741196,128.144489,132.1531971,130.5393878,131.7240811,129.0643555,122.267447,127.1038845,126.2518089,125.2955802,118.0321107,111.6625189,112.4718082,111.099106,119.1668737,128.3436232,127.8748457,127.9014893,132.483854,142.1040243,129.8370718,125.9293141,136.7066502,134.9027988,145.4828833,147.0581357
Primary and Utilities,Rest of Alberta,26.49606902,27.5427458,27.53730508,26.68230399,29.32983873,29.7585639,30.13720865,27.65259242,26.82458047,24.4272764,21.55786525,23.17884865,19.33370902,19.92691612,19.08989205,19.32082865,21.31938564,20.66006625,21.89404947,24.2878738,24.2975678,23.65987477,20.83710115,25.95106948,23.68001657,26.3298256,28.03183993,26.50236009
Public Administration and Defence,Rest of Alberta,260.2964199,259.870808,271.7263427,273.5906702,281.0858095,277.490653,289.856649,306.9890433,316.1377768,320.9736727,322.5217082,340.8603712,348.7582655,359.8233495,357.3847564,371.8867885,382.2333129,379.6723129,408.3966972,430.1626719,439.3486202,436.2385347,438.1574887,452.551115,456.8431452,460.9212207,455.0529114,460.8742875
Services Producing Industries,Rest of Alberta,424.1368677,435.991507,446.2326902,458.9787895,465.1923457,464.2425232,477.6996304,498.1171815,503.3118,515.6655672,517.082422,538.9891837,548.2241892,553.1491795,556.7966809,572.0776675,593.5209799,606.9819547,639.6953279,662.6148824,683.8928872,693.8161024,677.0327099,684.131532,700.6584124,709.8270057,717.9168692,729.4444885
Transportation and Warehousing,Rest of Alberta,20.82181205,19.55980992,20.01592198,19.8372134,18.67302475,18.09196665,20.69890722,22.53113162,24.26530987,24.73483942,28.89845175,25.69127837,27.93977298,29.28431355,30.36187672,30.45343035,31.08988474,32.45266315,34.7126681,36.22211752,33.59845332,35.12544294,33.5269827,31.4115817,37.22791824,38.43953722,34.22245252,35.45094779
Wholesale and Retail Trade,Rest of Alberta,59.34420275,59.23472757,63.08431594,62.24278257,65.6967299,62.54733204,63.38524167,68.32622627,74.88572825,74.84053232,69.57795907,76.57796234,79.94537924,87.76226989,87.73895035,85.69922375,85.23126895,85.50297792,92.68540154,97.79372792,103.6227302,102.7107693,100.8675995,102.2422489,97.8756445,102.4243625,103.4453134,96.998842
